"extId","Age","BioSex","Gender","Handedness","Education","Education_Note","Education_Year","SES_Ladder","Ethnicity","Ethnicity_Note","Occupation","Occupation_Note","Musicianship","LAQ_music","userCode"
"TA2553","26","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,18,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148085
"LY2007","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,2,1,148123
"AN2325","24","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,18,"6","Asian / Asian British",NA,"Paid activity (employed, self-employed, family helper)",NA,2,1,148114
"NU3009","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"5","White",NA,"School/training (not paid by employer)",NA,2,1,148293
"EL2128","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"8","White",NA,"School/training (not paid by employer)",NA,2,1,148124
"US0117","31","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,20,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148131
"MA0692","30","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,26,"Prefer not to answer","White",NA,"School/training (not paid by employer)",NA,2,1,148132
"UT3036","31","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,21,"7","Mixed / Multiple Ethnic Groups",NA,"Paid activity (employed, self-employed, family helper)",NA,2,6,148130
"NI2961","23","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,16,"5","Asian / Asian British",NA,"Unemployed/job-seeking",NA,2,1,148126
"EH2880","22","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,8,"4","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148128
"JA2010","22","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,18,"6","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148327
"DI1828","24","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,17,"3","Prefer not to answer",NA,"School/training (not paid by employer)",NA,2,1,148277
"KA1245","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"8","Mixed / Multiple Ethnic Groups",NA,"School/training (not paid by employer)",NA,2,1,148494
"LA1360","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"Unemployed/job-seeking",NA,2,1,148351
"IE3106","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"5","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,1,148338
"AN0520","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,12,"5","Asian / Asian British",NA,"Paid activity (employed, self-employed, family helper)",NA,1,5,148349
"NA0890","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"Unemployed/job-seeking",NA,2,2,148328
"KA1880","25","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"5","Other","Indian","School/training (not paid by employer)",NA,2,1,148318
"EA2411","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"7","Mixed / Multiple Ethnic Groups",NA,"School/training (not paid by employer)",NA,2,1,148369
"DA2623","20","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"6","Asian / Asian British",NA,"Other employment situation","STUDENT",2,1,148329
"AN0510","26","Female","Female","My hand preference varies / I have equal ability in both hands","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,19,"5","Other","Chinese","School/training (not paid by employer)",NA,2,1,148325
"HA2167","22","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",NA,15,"7","Asian / Asian British",NA,"Unemployed/job-seeking",NA,2,4,148370
"MA2300","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"6","Black / African / Caribbean / Black British",NA,"Unemployed/job-seeking",NA,2,1,148335
"NE0118","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"8","White",NA,"School/training (not paid by employer)",NA,2,1,148365
"NG1142","23","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"4","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148415
"IE1066","21","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"10","White",NA,"Other employment situation","Employed and School",2,1,148350
"AN2015","23","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148353
"EL0556","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,16,"9","White",NA,"School/training (not paid by employer)",NA,1,1,148337
"SH2796","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"5","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148368
"AN3158","25","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"8","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148470
"AY1953","29","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,19,"6","White",NA,"Other employment situation","PhD Student",2,1,148343
"AO2840","23","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,16,"8","White",NA,"Paid activity (employed, self-employed, family helper)",NA,2,1,148385
"HY1498","34","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,18,"7","Asian / Asian British",NA,"Other employment situation","student",2,2,148383
"NA2786","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"6","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148352
"IE1555","20","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"4","White",NA,"Unemployed/job-seeking",NA,2,1,148405
"EW1371","27","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"4","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148398
"AM2918","19","Male","Male","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,10,"7","White",NA,"Unemployed/job-seeking",NA,2,1,148367
"RI1406","34","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"8","Asian / Asian British",NA,"Unemployed/job-seeking",NA,2,1,148384
"TH0335","19","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"3","Asian / Asian British",NA,"Unemployed/job-seeking",NA,2,2,148366
"AR1915","28","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,18,"6","Asian / Asian British",NA,"Paid activity (employed, self-employed, family helper)",NA,2,3,148354
"AD2146","24","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"6","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,4,148345
"KE2580","27","Female","Female","My hand preference varies / I have equal ability in both hands","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,20,"4","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148364
"IE1002","20","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","CSE (grade 1), GCSE grades 4-9, A*, A, B, C; Intermediate apprenticeship; Level 2 award, certificate, diploma, ESOL, essential skills, functional skills, or NVQ; Music grades 4-5; O level grade A, B, C",NA,12,"6","Mixed / Multiple Ethnic Groups",NA,"Unemployed/job-seeking",NA,1,4,148371
"TA0820","18","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",NA,12,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148427
"EM1190","26","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,24,"7","White",NA,"Unemployed/job-seeking",NA,2,1,148389
"CK0735","22","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"7","White",NA,"Paid activity (employed, self-employed, family helper)",NA,1,4,148452
"HA0458","26","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,17,"5","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148399
"IU1413","29","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,18,"7","Asian / Asian British",NA,"Paid activity (employed, self-employed, family helper)",NA,1,3,148496
"AM0188","34","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"7","Other","ASIAN/ SOUTH EAST","School/training (not paid by employer)",NA,2,3,148380
"AH0747","19","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"3","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148411
"NA0345","24","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,11,"5","White",NA,"Housework, taking care of children or others",NA,2,5,148390
"NA1874","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"7","White",NA,"School/training (not paid by employer)",NA,2,1,148404
"LI0528","25","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,1,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148397
"IL0314","18","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,2,1,148402
"LA0766","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148406
"NI2038","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Certificate of higher education (CertHE); Higher apprenticeship; Higher national certificate (HNC); Level 4 award, certificate, diploma, or NVQ",NA,14,"5","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148403
"IA2689","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Prefer not to answer",NA,12,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148407
"EL0989","19","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"8","White",NA,"School/training (not paid by employer)",NA,1,1,148523
"IE0817","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"8","White",NA,"Unemployed/job-seeking",NA,2,1,148414
"RA1724","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"5","White",NA,"School/training (not paid by employer)",NA,2,1,148459
"DU1145","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Prefer not to answer",NA,17,"6","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,2,3,148419
"NO2986","30","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148428
"SA2885","24","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,18,"5","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,2,1,148429
"BE1252","21","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148448
"IM0389","31","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","Doctorate (e.g., PhD, DPhil); Level 8 award, certificate, or diploma",NA,22,"8","Other","Turkish","Paid activity (employed, self-employed, family helper)",NA,2,1,148450
"MY3136","20","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,2,1,148451
"HA0538","21","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"7","White",NA,"School/training (not paid by employer)",NA,2,1,148449
"NA1579","35","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,20,"7","Other","South East Asian","Paid activity (employed, self-employed, family helper)",NA,2,1,148546
"LA1351","19","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"6","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,2,1,148457
"NI2709","27","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"5","Asian / Asian British",NA,"Unemployed/job-seeking",NA,2,1,148385
"TH1090","26","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,22,"6","Black / African / Caribbean / Black British",NA,"Other employment situation","Full time student but working part time also",2,1,148466
"TH0871","21","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,10,"7","Black / African / Caribbean / Black British",NA,"School/training (not paid by employer)",NA,2,1,148469
"IA0615","20","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"5","White",NA,"School/training (not paid by employer)",NA,2,1,148493
"AC1207","23","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,16,"9","Asian / Asian British",NA,"School/training (not paid by employer)",NA,1,5,148467
"IE0902","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"7","White",NA,"School/training (not paid by employer)",NA,2,2,148468
"NA1064","26","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,21,"3","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,1,148487
"RA3059","28","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Certificate of higher education (CertHE); Higher apprenticeship; Higher national certificate (HNC); Level 4 award, certificate, diploma, or NVQ",NA,15,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148505
"EA0378","20","Female","Female","My hand preference varies / I have equal ability in both hands","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"5","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,3,148525
"AN0596","28","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,16,"5","Asian / Asian British",NA,"Housework, taking care of children or others",NA,2,1,148543
"CA3097","19","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"6","White",NA,"School/training (not paid by employer)",NA,2,1,148502
"RA2037","29","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Integrated master's degree (E.g., MEng); Level 7 award, certificate, diploma, or NVQ; Master'39;s degree (E.g., MA, MSc); Postgraduate certificate; Postgraduate certificate in education (PGCE); Postgraduate diploma",NA,20,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,3,148498
"AN0527","18","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,14,"8","White",NA,"School/training (not paid by employer)",NA,2,3,148508
"CP0636","18","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,13,"5","White",NA,"School/training (not paid by employer)",NA,2,1,148504
"SA2280","22","Female","Female","Right handed; I perform most tasks, such as writing, using my right hand","Diploma of higher education (DipHE); Foundation degree; Level 5 award, certificate, diploma, or NVQ",NA,18,"7","Asian / Asian British",NA,"School/training (not paid by employer)",NA,2,3,148520
"LA2597","27","Female","Female","Left handed; I perform most tasks, such as writing, using my left hand","Degree apprenticeship; Degree with honours (e.g., BA, BSc); Graduate certificate; Graduate diploma; Level 6 award, certificate, diploma, or NVQ; Ordinary degree without honours",NA,18,"4","White",NA,"School/training (not paid by employer)",NA,2,1,148524
"EL0448","18","Male","Male","Right handed; I perform most tasks, such as writing, using my right hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,10,"7","White",NA,"School/training (not paid by employer)",NA,2,1,148506
"AN1953","19","Male","Male","Left handed; I perform most tasks, such as writing, using my left hand","A level; Access to higher education diploma; Advanced apprenticeship; Applied general; AS level; International Baccalaureate diploma; Level 3 award, certificate, diploma, ESOL, or NVQ; Music grades 6-8; Tech level",NA,15,"7","White",NA,"School/training (not paid by employer)",NA,1,4,148522
